[INFO ] 2021-12-24 14:53:19.918 [main] Barcode - readBarcode[2] {}
[INFO ] 2021-12-24 14:53:19.921 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-24 14:53:19.921 [main] Barcode - readBarcode[1] {}
[INFO ] 2021-12-24 14:53:19.995 [main] Barcode - readBarcode[2] {}
[INFO ] 2021-12-24 14:53:19.995 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-24 14:53:19.996 [main] DataProviderH2 - appendMeddicines: [1] {}
[INFO ] 2021-12-24 14:53:19.996 [main] DataProviderH2 - stringingDuplicateIdDeleteMeddicine: [1] {}
[INFO ] 2021-12-24 14:53:19.996 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:20.014 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:20.014 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:20.015 [main] DataProviderH2 - stringingDuplicateIdDeleteMeddicine: [2] {}
[INFO ] 2021-12-24 14:53:20.016 [main] DataProviderH2 - closeConnection: [1] {}
[INFO ] 2021-12-24 14:53:20.034 [main] DataProviderH2 - writeToH2Meddicine: [1] {}
[INFO ] 2021-12-24 14:53:20.034 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:20.050 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:20.050 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:20.052 [main] DataProviderH2 - writeToH2Meddicine: [2] {}
[INFO ] 2021-12-24 14:53:20.052 [main] DataProviderH2 - closeConnection: [1] {}
[INFO ] 2021-12-24 14:53:20.085 [main] DataProviderH2 - writeToH2Meddicine: [4] {}
[INFO ] 2021-12-24 14:53:20.085 [main] DataProviderH2 - appendMeddicines: [2] {}
[INFO ] 2021-12-24 14:53:20.085 [main] DataProviderH2 - appendMeddicines: [5] {}
[INFO ] 2021-12-24 14:53:20.087 [main] DataProviderH2 - deleteUserById: [1] {}
[INFO ] 2021-12-24 14:53:20.088 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:20.105 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:20.105 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:20.105 [main] DataProviderH2 - takeHistoryUsers [1] {}
[INFO ] 2021-12-24 14:53:20.106 [main] DataProviderH2 - getUsers: [1] {}
[INFO ] 2021-12-24 14:53:20.106 [main] DataProviderH2 - readFromH2: [1] {}
[INFO ] 2021-12-24 14:53:20.106 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:20.107 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:20.107 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - h2ToUserListUser: [1] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - h2ToUserListUser: [2] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - h2ToUserListUser: [4] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - closeConnection: [1] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - readFromH2: [2] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - readFromH2: [4] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - getUsers: [2] {}
[INFO ] 2021-12-24 14:53:20.108 [main] DataProviderH2 - getUsers: [4] {}
[INFO ] 2021-12-24 14:53:20.109 [main] HistoryContent - putUserHistory: [1] {}
[INFO ] 2021-12-24 14:53:20.135 [main] HistoryContent - putUserHistory: [2] {}
[INFO ] 2021-12-24 14:53:21.052 [main] DataProviderH2 - closeConnection: [1] {}
[INFO ] 2021-12-24 14:53:21.089 [main] DataProviderH2 - deleteUserById: [4] {}
[INFO ] 2021-12-24 14:53:21.093 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:21.131 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:21.132 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:21.132 [main] DataProviderH2 - takeHistoryUsers [1] {}
[INFO ] 2021-12-24 14:53:21.133 [main] DataProviderH2 - getUsers: [1] {}
[INFO ] 2021-12-24 14:53:21.133 [main] DataProviderH2 - readFromH2: [1] {}
[INFO ] 2021-12-24 14:53:21.133 [main] DataProviderH2 - connection: [1] {}
[INFO ] 2021-12-24 14:53:21.136 [main] DataProviderH2 - connection: [2] {}
[INFO ] 2021-12-24 14:53:21.137 [main] DataProviderH2 - connection: [4] {}
[INFO ] 2021-12-24 14:53:21.138 [main] DataProviderH2 - h2ToUserListUser: [1] {}
[INFO ] 2021-12-24 14:53:21.138 [main] DataProviderH2 - h2ToUserListUser: [2] {}
[INFO ] 2021-12-24 14:53:21.138 [main] DataProviderH2 - h2ToUserListUser: [4] {}
[INFO ] 2021-12-24 14:53:21.139 [main] DataProviderH2 - closeConnection: [1] {}
[INFO ] 2021-12-24 14:53:21.139 [main] DataProviderH2 - readFromH2: [2] {}
[INFO ] 2021-12-24 14:53:21.139 [main] DataProviderH2 - readFromH2: [4] {}
[INFO ] 2021-12-24 14:53:21.139 [main] DataProviderH2 - getUsers: [2] {}
[INFO ] 2021-12-24 14:53:21.139 [main] DataProviderH2 - getUsers: [4] {}
[INFO ] 2021-12-24 14:53:21.140 [main] HistoryContent - putUserHistory: [1] {}
[INFO ] 2021-12-24 14:53:21.205 [main] HistoryContent - putUserHistory: [2] {}
