[INFO ] 2021-12-19 18:48:59.730 [main] Barcode - readBarcode[2] {}
[INFO ] 2021-12-19 18:48:59.739 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-19 18:48:59.739 [main] Barcode - readBarcode[1] {}
[INFO ] 2021-12-19 18:48:59.801 [main] Barcode - readBarcode[2] {}
[INFO ] 2021-12-19 18:48:59.801 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-19 18:48:59.802 [main] DataProviderCsv - appendUsers: [1] {}
[INFO ] 2021-12-19 18:48:59.803 [main] DataProviderCsv - stringingDuplicateId: [1] {}
[INFO ] 2021-12-19 18:48:59.804 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-19 18:48:59.804 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-19 18:48:59.904 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-19 18:48:59.912 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-19 18:48:59.912 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-19 18:48:59.912 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-19 18:48:59.918 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-19 18:48:59.919 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-19 18:48:59.919 [main] DataProviderCsv - stringingDuplicateId: [2] {}
[INFO ] 2021-12-19 18:48:59.919 [main] DataProviderCsv - writeCsvMedicine: [1] {}
[INFO ] 2021-12-19 18:48:59.949 [main] DataProviderCsv - writeCsvMedicine: [3] {}
[INFO ] 2021-12-19 18:48:59.949 [main] DataProviderCsv - appendUsers: [5] {}
[INFO ] 2021-12-19 19:01:40.670 [main] DataProviderCsv - deleteUserById: [1] {}
[INFO ] 2021-12-19 19:01:40.675 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-19 19:01:40.678 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-19 19:01:40.801 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-19 19:01:40.801 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-19 19:01:40.801 [main] DataProviderCsv - isIdInDataMedicine: [1] {}
[INFO ] 2021-12-19 19:01:40.802 [main] DataProviderCsv - getUsers: [1] {}
[INFO ] 2021-12-19 19:01:40.802 [main] DataProviderCsv - readCsv: [1] {}
[INFO ] 2021-12-19 19:01:40.808 [main] DataProviderCsv - readCsv: [3] {}
[INFO ] 2021-12-19 19:01:40.808 [main] DataProviderCsv - getUsers: [3] {}
[ERROR] 2021-12-19 19:01:40.809 [main] DataProviderCsv - deleteUserById: [3] {} class project.model.User cannot be cast to class project.model.Meddicine (project.model.User and project.model.Meddicine are in unnamed module of loader 'app')
[INFO ] 2021-12-19 19:01:40.812 [main] DataProviderCsv - deleteUserById: [4] {}
